DRAFT,,,,,,,,
CMS,,,,,,,,
NADAC Reference File as of 07/04/2013,,,,,,,,
NDC Description,NDC,"NADAC
Per Unit","Effective
Date","Pricing
Unit","Pharmacy
Type
Indicator",OTC,"Explanation
Code","Classification
for Rate
Setting"
AMOXICILLIN 500 MG CAPSULE,00093310953,0.08079,41445.0,EA,C/I,N,1,G
AMOXICILLIN 500 MG CAPSULE,00093310993,0.08079,41445.0,EA,C/I,N,1,G
AMOXICILLIN 500 MG CAPSULE,00143993901,0.08079,41445.0,EA,C/I,N,1,G
AMOXICILLIN 500 MG CAPSULE,00143993905,0.08079,41445.0,EA,C/I,N,1,G
AMOXICILLIN 500 MG CAPSULE,00781261301,0.08079,41445.0,EA,C/I,N,1,G
AMOXICILLIN 500 MG CAPSULE,00781261305,0.08079,41445.0,EA,C/I,N,1,G
AMOXICILLIN 500 MG CAPSULE,00781261331,0.08079,41445.0,EA,C/I,N,1,G
AMOXICILLIN 500 MG CAPSULE,00781261376,0.08079,41445.0,EA,C/I,N,1,G
AMOXICILLIN 500 MG CAPSULE,43598020501,0.08079,41445.0,EA,C/I,N,1,G
AMOXICILLIN 500 MG CAPSULE,43598020505,0.08079,41445.0,EA,C/I,N,1,G
AMOXICILLIN 500 MG CAPSULE,16714029902,0.08079,41445.0,EA,C/I,N,1,G
AMOXICILLIN 500 MG CAPSULE,16714029903,0.08079,41445.0,EA,C/I,N,1,G
AMOXICILLIN 500 MG CAPSULE,16714029904,0.08079,41445.0,EA,C/I,N,1,G
AMOXICILLIN 500 MG CAPSULE,15749082510,0.08079,41445.0,EA,C/I,N,1,G
AMOXICILLIN 500 MG CAPSULE,59762102101,0.08079,41445.0,EA,C/I,N,1,G
AMOXICILLIN 500 MG CAPSULE,59762102107,0.08079,41445.0,EA,C/I,N,1,G
AMOXICILLIN 500 MG CAPSULE,65862001701,0.08079,41445.0,EA,C/I,N,1,G
AMOXICILLIN 500 MG CAPSULE,65862001705,0.08079,41445.0,EA,C/I,N,1,G
AMOXICILLIN 500 MG CAPSULE,67253014110,0.08079,41445.0,EA,C/I,N,1,G
AMOXICILLIN 500 MG CAPSULE,67253014150,0.08079,41445.0,EA,C/I,N,1,G
AMOXICILLIN 500 MG CAPSULE,76439010410,0.08079,41445.0,EA,C/I,N,1,G
AMOXICILLIN 500 MG CAPSULE,76439010450,0.08079,41445.0,EA,C/I,N,1,G
AMOXICILLIN 500 MG TABLET,00093226301,0.26062,41417.0,EA,C/I,N,4,G
AMOXICILLIN 500 MG TABLET,00781506001,0.26062,41417.0,EA,C/I,N,4,G
AMOXICILLIN 500 MG TABLET,00781506020,0.26062,41417.0,EA,C/I,N,4,G
AMOXICILLIN 500 MG TABLET,43598022401,0.26062,41417.0,EA,C/I,N,"4, 6",G
AMOXICILLIN 500 MG TABLET,65862001401,0.26062,41417.0,EA,C/I,N,4,G
AMOXICILLIN 875 MG TABLET,00093226401,0.16152,41445.0,EA,C/I,N,1,G
AMOXICILLIN 875 MG TABLET,00143995101,0.16152,41445.0,EA,C/I,N,1,G
AMOXICILLIN 875 MG TABLET,00143995120,0.16152,41445.0,EA,C/I,N,1,G
AMOXICILLIN 875 MG TABLET,00781506101,0.16152,41445.0,EA,C/I,N,1,G
AMOXICILLIN 875 MG TABLET,00781506120,0.16152,41445.0,EA,C/I,N,1,G
AMOXICILLIN 875 MG TABLET,43598021901,0.16152,41445.0,EA,C/I,N,"1, 6",G
AMOXICILLIN 875 MG TABLET,43598021914,0.16152,41445.0,EA,C/I,N,"1, 6",G
AMOXICILLIN 875 MG TABLET,65862001501,0.16152,41445.0,EA,C/I,N,1,G
AMOXICILLIN 875 MG TABLET,59762105002,0.16152,41445.0,EA,C/I,N,1,G
AMOXICILLIN 875 MG TABLET,59762105005,0.16152,41445.0,EA,C/I,N,1,G
"AMOXICILLIN-CLAV ER 1,000-62.5",00781194339,2.75644,41445.0,EA,C/I,N,1,G
"AMOXICILLIN-CLAV ER 1,000-62.5",00781194382,2.75644,41445.0,EA,C/I,N,1,G
"AMOXICILLIN-CLAV ER 1,000-62.5",43598022028,2.75644,41445.0,EA,C/I,N,"1, 6",G
"AMOXICILLIN-CLAV ER 1,000-62.5",43598022040,2.75644,41445.0,EA,C/I,N,"1, 6",G
AMPHETAMINE SALTS 10 MG TAB,00185011101,0.95998,41445.0,EA,C/I,N,1,G
AMPHETAMINE SALTS 10 MG TAB,00555097202,0.95998,41445.0,EA,C/I,N,1,G
AMPHETAMINE SALTS 10 MG TAB,64720013210,0.95998,41445.0,EA,C/I,N,1,G
AMPHETAMINE SALTS 12.5 MG TB,00555077602,0.92311,41417.0,EA,C/I,N,4,G
AMPHETAMINE SALTS 15 MG TAB,00555077702,0.99725,41445.0,EA,C/I,N,1,G
AMPHETAMINE SALTS 20 MG TABLET,00555097302,0.98372,41445.0,EA,C/I,N,1,G
AMPHETAMINE SALTS 20 MG TABLET,00185040101,0.98372,41445.0,EA,C/I,N,1,G
AMPHETAMINE SALTS 20 MG TABLET,64720013510,0.98372,41445.0,EA,C/I,N,1,G
AMPHETAMINE SALTS 30 MG TAB,00185040401,0.97853,41445.0,EA,C/I,N,1,G
AMPHETAMINE SALTS 30 MG TAB,00555097402,0.97853,41445.0,EA,C/I,N,1,G
AMPHETAMINE SALTS 30 MG TAB,64720013610,0.97853,41445.0,EA,C/I,N,1,G
AMPHETAMINE SALTS 5 MG TAB,00555097102,0.97183,41445.0,EA,C/I,N,1,G
AMPHETAMINE SALTS 5 MG TAB,00185008401,0.97183,41445.0,EA,C/I,N,1,G
AMPHETAMINE SALTS 5 MG TAB,64720013010,0.97183,41445.0,EA,C/I,N,1,G
AMPHETAMINE SALTS 7.5 MG TAB,00555077502,0.90405,41417.0,EA,C/I,N,4,G
AMPHOTERICIN B 50 MG VIAL,39822105505,20.874,41417.0,EA,C/I,N,"4, 5",G
AMPHOTERICIN B 50 MG VIAL,39822105507,20.874,41417.0,EA,C/I,N,"4, 5",G
AMPICILLIN 250 MG/5 ML SUSP,67253018310,0.0494,41326.0,ML,C/I,N,"4, 5",G
AMPICILLIN TR 250 MG CAPSULE,00781214401,0.09984,41445.0,EA,C/I,N,1,G
AMPICILLIN TR 250 MG CAPSULE,00781214405,0.09984,41445.0,EA,C/I,N,1,G
AMPICILLIN TR 250 MG CAPSULE,67253018010,0.09984,41445.0,EA,C/I,N,1,G
AMPICILLIN TR 250 MG CAPSULE,67253018050,0.09984,41445.0,EA,C/I,N,1,G
AMPICILLIN TR 500 MG CAPSULE,00781214501,0.129,41445.0,EA,C/I,N,1,G
AMPICILLIN TR 500 MG CAPSULE,00781214505,0.129,41445.0,EA,C/I,N,1,G
AMPICILLIN TR 500 MG CAPSULE,67253018110,0.129,41445.0,EA,C/I,N,1,G
AMPICILLIN TR 500 MG CAPSULE,67253018150,0.129,41445.0,EA,C/I,N,1,G
AMPICILLIN-SULBACTAM 3 GM VIAL,00409299803,4.2686,41326.0,EA,C/I,N,"4, 5",G
AMPICILLIN-SULBACTAM 3 GM VIAL,00781303395,4.2686,41326.0,EA,C/I,N,"4, 5",G
AMPICILLIN-SULBACTAM 3 GM VIAL,10019063002,4.2686,41326.0,EA,C/I,N,"4, 5",G
AMPICILLIN-SULBACTAM 3 GM VIAL,10019063302,4.2686,41326.0,EA,C/I,N,"4, 5",G
AMPICILLIN-SULBACTAM 3 GM VIAL,10019063702,4.2686,41326.0,EA,C/I,N,"4, 5",G
AMPICILLIN-SULBACTAM 3 GM VIAL,10139007110,4.2686,41326.0,EA,C/I,N,"4, 5",G
AMPICILLIN-SULBACTAM 3 GM VIAL,25021014330,4.2686,41326.0,EA,C/I,N,"4, 5",G
AMPICILLIN-SULBACTAM 3 GM VIAL,63323036920,4.2686,41326.0,EA,C/I,N,"4, 5",G
AMRIX ER 15 MG CAPSULE,63459070060,19.34229,41326.0,EA,C/I,N,2,B
AMRIX ER 30 MG CAPSULE,63459070160,19.45514,41326.0,EA,C/I,N,4,B
AMTURNIDE 300-10-25 MG TAB,00078061415,3.74352,41326.0,EA,C/I,N,4,B
ANAGRELIDE HCL 0.5 MG CAPSULE,00172524160,0.18889,41445.0,EA,C/I,N,1,G
ANAGRELIDE HCL 1 MG CAPSULE,00172524060,0.40042,41445.0,EA,C/I,N,1,G
ANALGESIC CREME 10% CREAM,00904585756,0.02753,41326.0,GM,C/I,Y,"4, 5",G
ANAMANTLE HC CREAM,00482480014,1.77074,41417.0,GM,C/I,N,"4, 5",G
ANAMANTLE HC CREAM KIT,00482480020,229.3,41417.0,EA,C/I,N,4,G
ANASPAZ 0.125 MG TABLET ODT,00225029515,0.23366,41445.0,EA,C/I,N,1,G
ANASPAZ 0.125 MG TABLET ODT,00225029520,0.23366,41445.0,EA,C/I,N,1,G
ANASTROZOLE 1 MG TABLET,00093753656,0.20037,41445.0,EA,C/I,N,1,G
ANASTROZOLE 1 MG TABLET,00054016413,0.20037,41445.0,EA,C/I,N,1,G
ANASTROZOLE 1 MG TABLET,00378603405,0.20037,41445.0,EA,C/I,N,1,G
ANASTROZOLE 1 MG TABLET,00378603477,0.20037,41445.0,EA,C/I,N,1,G
ANASTROZOLE 1 MG TABLET,00904619546,0.20037,41445.0,EA,C/I,N,1,G
ANASTROZOLE 1 MG TABLET,00781535631,0.20037,41445.0,EA,C/I,N,1,G
ANASTROZOLE 1 MG TABLET,42043018003,0.20037,41445.0,EA,C/I,N,1,G
ANASTROZOLE 1 MG TABLET,16571042103,0.20037,41445.0,EA,C/I,N,1,G
ANASTROZOLE 1 MG TABLET,16729003510,0.20037,41445.0,EA,C/I,N,1,G
ANASTROZOLE 1 MG TABLET,16729003515,0.20037,41445.0,EA,C/I,N,1,G
ANASTROZOLE 1 MG TABLET,16729003516,0.20037,41445.0,EA,C/I,N,1,G
ANASTROZOLE 1 MG TABLET,51991062010,0.20037,41445.0,EA,C/I,N,1,G
ANASTROZOLE 1 MG TABLET,51991062033,0.20037,41445.0,EA,C/I,N,1,G
ANASTROZOLE 1 MG TABLET,51079032301,0.20037,41445.0,EA,C/I,N,1,G
ANASTROZOLE 1 MG TABLET,51079032306,0.20037,41445.0,EA,C/I,N,1,G
ANASTROZOLE 1 MG TABLET,55111064730,0.20037,41445.0,EA,C/I,N,1,G
ANASTROZOLE 1 MG TABLET,63323012930,0.20037,41445.0,EA,C/I,N,1,G
ANASTROZOLE 1 MG TABLET,62756025013,0.20037,41445.0,EA,C/I,N,1,G
ANASTROZOLE 1 MG TABLET,62756025083,0.20037,41445.0,EA,C/I,N,1,G
ANASTROZOLE 1 MG TABLET,60505298503,0.20037,41445.0,EA,C/I,N,1,G
ANASTROZOLE 1 MG TABLET,66435041530,0.20037,41445.0,EA,C/I,N,1,G
ANASTROZOLE 1 MG TABLET,68084044821,0.20037,41445.0,EA,C/I,N,1,G
ANASTROZOLE 1 MG TABLET,67877017110,0.20037,41445.0,EA,C/I,N,1,G
ANASTROZOLE 1 MG TABLET,67877017130,0.20037,41445.0,EA,C/I,N,1,G
ANASTROZOLE 1 MG TABLET,68382020906,0.20037,41445.0,EA,C/I,N,1,G
ANASTROZOLE 1 MG TABLET,68382020910,0.20037,41445.0,EA,C/I,N,1,G
ANBESOL BABY 7.5% GEL,00573021625,0.3873,41382.0,GM,C/I,Y,"2, 5, 6",B
ANBESOL LIQUID,00573021341,0.33983,41326.0,ML,C/I,Y,"2, 5, 6",B
ANBESOL MAXIMUM STRENGTH GEL,00573022567,0.51325,41326.0,GM,C/I,Y,"2, 5, 6",B
ANBESOL ORAL LIQUID,00573021541,0.38442,41326.0,ML,C/I,Y,"2, 5, 6",B
ANBESOL REG STRENGTH 10% GEL,00573021825,0.44951,41326.0,GM,C/I,Y,"2, 5, 6",B
ANDRODERM 2 MG/24HR PATCH,52544007660,5.7414,41409.0,EA,C/I,N,2,B
ANDRODERM 4 MG/24HR PATCH,52544007730,11.51645,41409.0,EA,C/I,N,2,B
ANDROGEL 1% GEL PUMP,00051848888,2.32061,41326.0,GM,C/I,N,"2, 5",B
ANDROGEL 1%(2.5G) GEL PACKET,00051842530,4.50435,41326.0,GM,C/I,N,"2, 5",B
ANDROGEL 1%(5G) GEL PACKET,00051845030,2.32361,41326.0,GM,C/I,N,"2, 5",B
ANDROGEL 1.62% GEL PUMP,00051846233,4.51092,41326.0,GM,C/I,N,"2, 5",B
ANDROGEL 1.62%(2.5G) GEL PCKT,00051846230,4.37877,41445.0,GM,C/I,N,"1, 5",B
ANGELIQ 0.5 MG-1 MG TABLET,50419048303,3.14181,41417.0,EA,C/I,N,2,B
ANIMAL CHEWS TABLET,51645070801,0.03547,41417.0,EA,C/I,Y,4,G
ANIMI-3 CAPSULE,66213054160,1.14774,41326.0,EA,C/I,N,4,B
ANTACID 500 MG CHEW TABLET,51645073515,0.01472,41445.0,EA,C/I,Y,1,G
ANTACID 500 MG CHEWABLE TABLET,00113047847,0.01472,41445.0,EA,C/I,Y,1,G
ANTACID 500 MG CHEWABLE TABLET,37205020047,0.01472,41445.0,EA,C/I,Y,1,G
ANTACID 500 MG CHEWABLE TABLET,37205021047,0.01472,41445.0,EA,C/I,Y,1,G
ANTACID ANTI-GAS LIQUID,37205053540,0.0068,41445.0,ML,C/I,Y,"1, 5",G
ANTACID ANTI-GAS LIQUID,24385036240,0.0068,41445.0,ML,C/I,Y,"1, 5",G
ANTACID EX-STR 750 MG TAB CHEW,46122000741,0.02486,41445.0,EA,C/I,Y,1,G
ANTACID EX-STR TABLET CHEW,00113017980,0.02486,41445.0,EA,C/I,Y,1,G
ANTACID EXTRA STRENGTH CHW TAB,46122015078,0.03087,41445.0,EA,C/I,Y,1,G
ANTACID LIQUID,62107002011,0.00558,41445.0,ML,C/I,Y,"1, 5",G
ANTACID MAXIMUM STRENGTH LIQ,37205053640,0.0068,41445.0,ML,C/I,Y,"1, 5",G
ANTACID PLUS ANTI-GAS RELF LIQ,00113035740,0.00558,41445.0,ML,C/I,Y,"1, 5",G
ANTACID PLUS ANTI-GAS RELF LIQ,36800085140,0.00558,41445.0,ML,C/I,Y,"1, 5",G
ANTACID PLUS ANTI-GAS RELF LIQ,36800035740,0.00558,41445.0,ML,C/I,Y,"1, 5",G
ANTACID PLUS ANTI-GAS SUSP,00113058840,0.0068,41445.0,ML,C/I,Y,"1, 5",G
ANTACID PLUS ANTI-GAS SUSP,36800058840,0.0068,41445.0,ML,C/I,Y,"1, 5",G
ANTACID SUSPENSION,36800034040,0.0068,41445.0,ML,C/I,Y,"1, 5",G
ANTACID SUSPENSION,24385035640,0.00558,41445.0,ML,C/I,Y,"1, 5",G
ANTACID XTRA STRENGTH CHEW TAB,37205020580,0.02486,41445.0,EA,C/I,Y,1,G
ANTACID XTRA STRENGTH CHEW TAB,37205070680,0.02486,41445.0,EA,C/I,Y,1,G
ANTACID XTRA STRENGTH CHEW TAB,24385010680,0.02486,41445.0,EA,C/I,Y,1,G
ANTACID-ANTIGAS LIQUID,37205053040,0.00558,41445.0,ML,C/I,Y,"1, 5",G
ANTACID-SIMETHICONE LIQUID,00113034040,0.0065,41382.0,ML,C/I,Y,"4, 5",G
ANTARA 130 MG CAPSULE,27437011001,6.23207,41354.0,EA,C/I,N,2,B
ANTARA 130 MG CAPSULE,27437011006,6.23207,41354.0,EA,C/I,N,2,B
ANTARA 43 MG CAPSULE,27437010906,2.14044,41326.0,EA,C/I,N,4,B
ANTI-DIARRHEAL 1 MG/5 ML LIQ,00113037726,0.0195,41326.0,ML,C/I,Y,"4, 5",G
ANTI-DIARRHEAL 1 MG/5 ML SOLN,24385037726,0.0195,41326.0,ML,C/I,Y,"4, 5",G
ANTI-DIARRHEAL 2 MG CAPLET,00113022453,0.10452,41445.0,EA,C/I,Y,1,G
ANTI-DIARRHEAL 2 MG CAPLET,00113022489,0.10452,41445.0,EA,C/I,Y,1,G
ANTI-DIARRHEAL 2 MG CAPLET,00113022491,0.10452,41445.0,EA,C/I,Y,1,G
ANTI-DIARRHEAL 2 MG CAPLET,00713041812,0.10452,41445.0,EA,C/I,Y,1,G
ANTI-DIARRHEAL 2 MG CAPLET,00713041821,0.10452,41445.0,EA,C/I,Y,1,G
ANTI-DIARRHEAL 2 MG CAPLET,00713041824,0.10452,41445.0,EA,C/I,Y,1,G
ANTI-DIARRHEAL 2 MG CAPLET,00713041866,0.10452,41445.0,EA,C/I,Y,1,G
ANTI-DIARRHEAL 2 MG CAPLET,00713041879,0.10452,41445.0,EA,C/I,Y,1,G
ANTI-DIARRHEAL 2 MG CAPLET,00904772512,0.10452,41445.0,EA,C/I,Y,1,G
ANTI-DIARRHEAL 2 MG CAPLET,00904772524,0.10452,41445.0,EA,C/I,Y,1,G
ANTI-DIARRHEAL 2 MG CAPLET,24385038689,0.10452,41445.0,EA,C/I,Y,1,G
ANTI-DIARRHEAL 2 MG CAPLET,24385055408,0.10452,41445.0,EA,C/I,Y,1,G
ANTI-DIARRHEAL 2 MG CAPLET,24385055453,0.10452,41445.0,EA,C/I,Y,1,G
ANTI-DIARRHEAL 2 MG CAPLET,24385055462,0.10452,41445.0,EA,C/I,Y,1,G
ANTI-DIARRHEAL 2 MG CAPLET,24385055467,0.10452,41445.0,EA,C/I,Y,1,G
ANTI-DIARRHEAL 2 MG CAPLET,37205037053,0.10452,41445.0,EA,C/I,Y,1,G
ANTI-DIARRHEAL 2 MG CAPLET,37205037067,0.10452,41445.0,EA,C/I,Y,1,G
ANTI-DIARRHEAL 2 MG CAPLET,37205037089,0.10452,41445.0,EA,C/I,Y,1,G
ANTI-DIARRHEAL 2 MG CAPLET,51660012312,0.10452,41445.0,EA,C/I,Y,1,G
ANTI-DIARRHEAL 2 MG TABLET,36800022453,0.10452,41445.0,EA,C/I,Y,1,G
ANTI-DIARRHEAL 2 MG TABLET,36800022462,0.10452,41445.0,EA,C/I,Y,1,G
ANTI-DIARRHEAL 2 MG TABLET,36800022480,0.10452,41445.0,EA,C/I,Y,1,G
ANTI-DIARRHEAL 2 MG TABLET,36800022491,0.10452,41445.0,EA,C/I,Y,1,G
ANTI-FUNGAL 1% POWDER,00536515026,0.05785,41445.0,GM,C/I,Y,"1, 5",G
ANTI-GAS ULTRA STR SOFTGEL,68016069257,0.05491,41445.0,EA,C/I,Y,"1, 6",G
ANTI-ITCH 1% CREAM,00113054164,0.04364,41445.0,GM,C/I,Y,"1, 5",G
ANTI-ITCH 1% CREAM,00113097364,0.04364,41445.0,GM,C/I,Y,"1, 5",G
ANTI-ITCH 1% OINTMENT,45802027603,0.05982,41445.0,GM,C/I,Y,"1, 5",G
ANTI-ITCH 2% CREAM,24385021003,0.06873,41445.0,GM,C/I,Y,"1, 5",G
ANTI-ITCH 2% CREAM,51672206602,0.06873,41445.0,GM,C/I,Y,"1, 5",G
ANTI-ITCH 2% CREAM,51672208902,0.06873,41445.0,GM,C/I,Y,"1, 5",G
ANTI-ITCH 2% SPRAY,37205033816,0.02932,41417.0,ML,C/I,Y,"4, 5",G
ANTI-ITCH CREAM,37205027810,0.06873,41445.0,GM,C/I,Y,"1, 5",G
ANTI-NAUSEA LIQUID,00113029126,0.01632,41445.0,ML,C/I,Y,"1, 5",G
ANTI-NAUSEA LIQUID,37205029126,0.01646,41445.0,ML,C/I,Y,"1, 5",G
ANTI-NAUSEA LIQUID,24385029126,0.01632,41445.0,ML,C/I,Y,"1, 5",G
ANTIFUNGAL 1% CREAM,24385020501,0.60453,41445.0,GM,C/I,Y,"1, 5",G
ANTIFUNGAL 1% CREAM,24385020503,0.60519,41445.0,GM,C/I,Y,"1, 5",G
ANTIFUNGAL 1% SPRAY POWDER,37205034466,0.02125,41417.0,GM,C/I,Y,"4, 5",G
ANTIFUNGAL 2% CREAM,00472073514,0.1017,41417.0,GM,C/I,Y,"4, 5",G
ANTIPYRINE-BENZOCAINE EAR DROP,42192070810,0.6223,41445.0,ML,C/I,N,"1, 5",G
ANTIPYRINE-BENZOCAINE EAR DROP,42192071015,0.44652,41445.0,ML,C/I,N,"1, 5",G
ANTIPYRINE-BENZOCAINE EAR DROP,43199001615,0.44652,41445.0,ML,C/I,N,"1, 5",G
ANTIPYRINE-BENZOCAINE EAR DROP,24208056162,0.6223,41445.0,ML,C/I,N,"1, 5",G
ANTIPYRINE-BENZOCAINE EAR DROP,64376043815,0.44652,41445.0,ML,C/I,N,"1, 5",G
ANTIPYRINE-BENZOCAINE EAR DROP,76439030510,0.6223,41445.0,ML,C/I,N,"1, 5",G
ANTIPYRINE-BENZOCAINE EAR DROP,76439030515,0.44652,41445.0,ML,C/I,N,"1, 5",G
ANTISEPTIC MOUTH CLEANSER,00904406203,0.133,41326.0,ML,C/I,Y,"4, 5",G
ANTISEPTIC SORE THROAT SPRY,24385053230,0.01107,41326.0,ML,C/I,Y,"4, 5",G
ANU-MED SUPPOSITORY,00904768822,0.10375,41417.0,EA,C/I,Y,4,G
APEXICON E 0.05% CREAM,00462039530,4.53981,41326.0,GM,C/I,N,"4, 5",G
APEXICON E 0.05% CREAM,00462039560,5.39771,41417.0,GM,C/I,N,"4, 5",G
APEXICON E 0.05% CREAM,10337039560,5.39771,41417.0,GM,C/I,N,"4, 5",G
APIDRA 100 UNITS/ML VIAL,00088250033,11.74166,41369.0,ML,C/I,N,"2, 5",B
APIDRA SOLOSTAR 100 UNITS/ML,00088250205,15.16863,41369.0,ML,C/I,N,"2, 5",B
APLENZIN ER 174 MG TABLET,00024581030,9.59371,41376.0,EA,C/I,N,4,B
APLENZIN ER 348 MG TABLET,00024581130,13.04395,41376.0,EA,C/I,N,4,B
APLENZIN ER 522 MG TABLET,00024581230,28.84244,41376.0,EA,C/I,N,4,B
APLISOL 5T UNITS/0.1 ML VIAL,42023010401,36.7706,41382.0,ML,C/I,N,"2, 5",B
APLISOL 5T UNITS/0.1 ML VIAL,42023010405,27.01586,41417.0,ML,C/I,N,"2, 5",B
APRACLONIDINE HCL 0.5% DROPS,17478071610,11.96,41417.0,ML,C/I,N,"4, 5",G
APRACLONIDINE HCL 0.5% DROPS,61314066505,11.96,41417.0,ML,C/I,N,"4, 5, 6",G
APRI 28 DAY TABLET,00555904358,0.51329,41445.0,EA,C/I,N,1,G
APRISO ER 0.375 GRAM CAPSULE,65649010302,2.58536,41428.0,EA,C/I,N,2,B
APRODINE TABLET,00904025024,0.05034,41445.0,EA,C/I,Y,1,G
APRODINE TABLET,00904025059,0.05034,41445.0,EA,C/I,Y,1,G
APTIVUS 250 MG CAPSULE,00597000302,9.66929,41326.0,EA,C/I,N,4,B
AQUANIL CLEANSER,00096072416,0.01769,41417.0,ML,C/I,Y,"4, 5",G
AQUANIL HC 1% LOTION,00096073204,0.10195,41417.0,ML,C/I,Y,"4, 5",G
ARANELLE 28 TABLET,00555906667,0.78776,41445.0,EA,C/I,N,1,G
ARANESP 60 MCG/0.3 ML SYRINGE,55513002304,1246.89024,41340.0,ML,C/I,N,"4, 5",B
ARAVA 20 MG TABLET,00088216130,27.6929,41326.0,EA,C/I,N,4,B
ARBINOXA 4 MG TABLET,63717087001,0.47893,41445.0,EA,C/I,N,1,G
ARBINOXA 4 MG/5 ML LIQUID,63717087116,0.09351,41417.0,ML,C/I,N,"4, 5",G
ARCAPTA NEOHALER 75 MCG CAP,00078061915,5.57191,41326.0,EA,C/I,N,4,B
ARCAPTA NEOHALER 75 MCG CAP,00078061961,5.57191,41326.0,EA,C/I,N,4,B
ARICEPT 10 MG TABLET,62856024611,11.48272,41401.0,EA,C/I,N,2,B
ARICEPT 10 MG TABLET,62856024630,11.48272,41401.0,EA,C/I,N,2,B
ARICEPT 10 MG TABLET,62856024641,11.48272,41401.0,EA,C/I,N,2,B
ARICEPT 10 MG TABLET,62856024690,11.48272,41401.0,EA,C/I,N,2,B
ARICEPT 23 MG TABLET,62856024730,10.06786,41401.0,EA,C/I,N,2,B
ARICEPT 23 MG TABLET,62856024790,10.06786,41401.0,EA,C/I,N,2,B
ARICEPT 5 MG TABLET,62856024511,11.46987,41401.0,EA,C/I,N,4,B
ARICEPT 5 MG TABLET,62856024530,11.46987,41401.0,EA,C/I,N,4,B
ARICEPT 5 MG TABLET,62856024541,11.46987,41401.0,EA,C/I,N,4,B
ARICEPT 5 MG TABLET,62856024590,11.46987,41401.0,EA,C/I,N,4,B
ARIMIDEX 1 MG TABLET,00310020130,14.23109,41326.0,EA,C/I,N,2,B
ARIXTRA 7.5 MG SYRINGE,00007323411,193.9053,41326.0,ML,C/I,N,"4, 5",B
ARMOUR THYROID 120 MG TABLET,00456046101,0.24348,41445.0,EA,C/I,N,1,G
ARMOUR THYROID 15 MG TABLET,00456045701,0.10116,41445.0,EA,C/I,N,1,G
ARMOUR THYROID 180 MG TABLET,00456046201,0.38344,41445.0,EA,C/I,N,1,G
ARMOUR THYROID 240 MG TABLET,00456046301,0.5687,41382.0,EA,C/I,N,4,G
ARMOUR THYROID 30 MG TABLET,00456045801,0.1175,41445.0,EA,C/I,N,1,G
ARMOUR THYROID 60 MG TABLET,00456045901,0.13013,41445.0,EA,C/I,N,1,G
ARMOUR THYROID 90 MG TABLET,00456046001,0.20763,41445.0,EA,C/I,N,1,G
AROMASIN 25 MG TABLET,00009766304,15.04106,41417.0,EA,C/I,N,2,B
ARTHRICREAM 10% RUB,24385016553,0.0221,41445.0,GM,C/I,Y,"1, 5",G
ARTHRITIS PAIN ER 650 MG CAPLT,37205003471,0.06231,41445.0,EA,C/I,Y,1,G
ARTHRITIS PAIN ER 650 MG CAPLT,37205003478,0.06231,41445.0,EA,C/I,Y,1,G
ARTHRITIS PAIN ER 650 MG CAPLT,36800054462,0.06231,41445.0,EA,C/I,Y,1,G
ARTHRITIS PAIN ER 650 MG CAPLT,36800054471,0.06231,41445.0,EA,C/I,Y,1,G
ARTHRITIS PAIN ER 650 MG CAPLT,36800054478,0.06231,41445.0,EA,C/I,Y,1,G
ARTHRITIS PAIN ER 650 MG CAPLT,36800096647,0.06231,41445.0,EA,C/I,Y,1,G
ARTHRITIS PAIN ER 650 MG CAPLT,51660033301,0.06231,41445.0,EA,C/I,Y,1,G
ARTHRITIS PAIN ER 650 MG CAPLT,49614047378,0.06231,41445.0,EA,C/I,Y,1,G
ARTHRITIS PAIN ER 650 MG CAPLT,63868008950,0.06231,41445.0,EA,C/I,Y,1,G
ARTHRITIS PAIN RELIEF ER 650 MG CAPLET,24385062978,0.06231,41445.0,EA,C/I,Y,1,G
ARTHRITIS PAIN RLF ER 650 MG,24385062981,0.06231,41445.0,EA,C/I,Y,1,G
ARTHROTEC 50 MG-200 MCG TAB,00025141134,3.22725,41417.0,EA,C/I,N,2,B
ARTHROTEC 50 MG-200 MCG TAB,00025141160,3.22725,41417.0,EA,C/I,N,2,B
ARTHROTEC 50 MG-200 MCG TAB,00025141190,3.22725,41417.0,EA,C/I,N,2,B
ARTHROTEC 75 MG-200 MCG TAB,00025142134,3.23056,41417.0,EA,C/I,N,2,B
ARTHROTEC 75 MG-200 MCG TAB,00025142160,3.23056,41417.0,EA,C/I,N,2,B
ARTIFICIAL TEARS 1.4 % DROPS,00536197072,0.12795,41445.0,ML,C/I,Y,"1, 5",G
ARTIFICIAL TEARS 1.4 % DROPS,37205013705,0.12795,41445.0,ML,C/I,Y,"1, 5",G
ARTIFICIAL TEARS DROPS,24385000605,0.12819,41445.0,ML,C/I,Y,"1, 5",G
ARTIFICIAL TEARS EYE OINT,00536655091,0.73451,41445.0,GM,C/I,Y,"1, 5",G
ASACOL EC 400 MG TABLET,00430075227,2.05869,41326.0,EA,C/I,N,4,B
ASACOL HD DR 800 MG TABLET,00430078327,4.07886,41417.0,EA,C/I,N,2,B
ASCOMP WITH CODEINE CAPSULE,51991007401,0.53617,41445.0,EA,C/I,N,1,G
ASCOMP WITH CODEINE CAPSULE,51991007405,0.53617,41445.0,EA,C/I,N,1,G
