,,,,,,,,,,,
CMS,,,,,,,,,,,
Weekly NADAC Reference File as of 12/25/2013,,,,,,,,,,,
NDC Description,NDC,"NADAC
Per Unit","Effective
Date","Pricing
Unit","Pharmacy
Type
Indicator",OTC,"Explanation
Code","Classification
for Rate
Setting","Corresponding
Generic Drug
NADAC
Per Unit","Corresponding
Generic Drug
Effective
Date",
BUDESONIDE EC 3 MG CAPSULE,51079002001,10.59100,12/18/2013,EA,C/I,N,1,G,,,
BUDESONIDE EC 3 MG CAPSULE,51079002003,10.59100,12/18/2013,EA,C/I,N,1,G,,,
BUMETANIDE 0.5 MG TABLET,00093423201,0.08992,12/18/2013,EA,C/I,N,1,G,,,
BUMETANIDE 0.5 MG TABLET,00185012801,0.08992,12/18/2013,EA,C/I,N,1,G,,,
BUMETANIDE 0.5 MG TABLET,00185012805,0.08992,12/18/2013,EA,C/I,N,1,G,,,
BUMETANIDE 0.5 MG TABLET,51079089101,0.08992,12/18/2013,EA,C/I,N,1,G,,,
BUMETANIDE 0.5 MG TABLET,51079089120,0.08992,12/18/2013,EA,C/I,N,1,G,,,
BUMETANIDE 1 MG TABLET,00093423301,0.11406,12/18/2013,EA,C/I,N,1,G,,,
BUMETANIDE 1 MG TABLET,00093423310,0.11406,12/18/2013,EA,C/I,N,1,G,,,
BUMETANIDE 1 MG TABLET,00185012901,0.11406,12/18/2013,EA,C/I,N,1,G,,,
BUMETANIDE 1 MG TABLET,00185012905,0.11406,12/18/2013,EA,C/I,N,1,G,,,
BUMETANIDE 1 MG TABLET,00378037001,0.11406,12/18/2013,EA,C/I,N,1,G,,,
BUMETANIDE 1 MG TABLET,51079089201,0.11406,12/18/2013,EA,C/I,N,1,G,,,
BUMETANIDE 1 MG TABLET,51079089217,0.11406,12/18/2013,EA,C/I,N,1,G,,,
BUMETANIDE 1 MG TABLET,51079089219,0.11406,12/18/2013,EA,C/I,N,1,G,,,
BUMETANIDE 1 MG TABLET,51079089220,0.11406,12/18/2013,EA,C/I,N,1,G,,,
BUMETANIDE 2 MG TABLET,00093423401,0.14174,12/18/2013,EA,C/I,N,1,G,,,
BUMETANIDE 2 MG TABLET,00093423410,0.14174,12/18/2013,EA,C/I,N,1,G,,,
BUMETANIDE 2 MG TABLET,00185013001,0.14174,12/18/2013,EA,C/I,N,1,G,,,
BUMETANIDE 2 MG TABLET,00185013005,0.14174,12/18/2013,EA,C/I,N,1,G,,,
BUMETANIDE 2 MG TABLET,51079089301,0.14174,12/18/2013,EA,C/I,N,1,G,,,
BUMETANIDE 2 MG TABLET,51079089320,0.14174,12/18/2013,EA,C/I,N,1,G,,,
BUPAP 50 MG-300 MG TABLET,00095300001,3.38535,12/18/2013,EA,C/I,N,"1, 6",G,,,
BUPAP TABLET,00095024001,1.96771,07/18/2013,EA,C/I,N,4,G,,,
BUPRENEX 0.3 MG/ML AMPUL,12496075701,11.96758,07/29/2013,ML,C/I,N,"4, 5",B,,,
BUPRENORPHIN-NALOXON 8-2 MG TB,00228315503,6.26350,12/18/2013,EA,C/I,N,1,G,,,
BUPRENORPHINE 2 MG TABLET SL,00054017613,1.47822,12/18/2013,EA,C/I,N,1,G,,,
BUPRENORPHINE 2 MG TABLET SL,00093537856,1.47822,12/18/2013,EA,C/I,N,1,G,,,
BUPRENORPHINE 2 MG TABLET SL,50383092493,1.47822,12/18/2013,EA,C/I,N,1,G,,,
BUPRENORPHINE 8 MG TABLET SL,00054017713,2.14174,12/18/2013,EA,C/I,N,1,G,,,
BUPRENORPHINE 8 MG TABLET SL,00093537956,2.14174,12/18/2013,EA,C/I,N,1,G,,,
BUPRENORPHINE 8 MG TABLET SL,50383093093,2.14174,12/18/2013,EA,C/I,N,1,G,,,
BUPRENORPHINE 8 MG TABLET SL,68308020830,2.14174,12/18/2013,EA,C/I,N,1,G,,,
BUPRENORPHINE-NALOXONE 2-0.5 MG TABLET SL,65162041603,3.66394,12/18/2013,EA,C/I,N,1,G,,,
BUPRENORPHINE-NALOXONE 8-2 MG TABLET SL,65162041503,6.26350,12/18/2013,EA,C/I,N,1,G,,,
BUPRENORPHN-NALOXN 2-0.5 MG TB,00228315403,3.66394,12/18/2013,EA,C/I,N,1,G,,,
BUPROBAN 150 MG TABLET,00093570301,0.63107,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL 100 MG TABLET,00378043501,0.61604,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL 100 MG TABLET,00378043505,0.61604,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL 100 MG TABLET,00781106401,0.61604,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL 100 MG TABLET,00781106410,0.61604,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL 100 MG TABLET,00904612961,0.61604,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL 100 MG TABLET,51079094401,0.61604,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL 100 MG TABLET,51079094420,0.61604,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL 100 MG TABLET,60505015701,0.61604,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL 100 MG TABLET,60505015705,0.61604,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL 100 MG TABLET,60505015709,0.61604,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL 75 MG TABLET,00378043301,0.48016,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL 75 MG TABLET,00378043305,0.48016,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL 75 MG TABLET,00781105301,0.48016,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL 75 MG TABLET,00781105310,0.48016,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL 75 MG TABLET,00904609361,0.48016,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL 75 MG TABLET,51079094301,0.48016,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL 75 MG TABLET,51079094320,0.48016,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL 75 MG TABLET,51079094330,0.48016,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL 75 MG TABLET,51079094356,0.48016,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL 75 MG TABLET,60505015801,0.48016,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL 75 MG TABLET,60505015805,0.48016,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL 75 MG TABLET,60505015809,0.48016,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL SR 100 MG TABLET,00185041001,0.28136,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL SR 100 MG TABLET,00185041005,0.28136,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL SR 100 MG TABLET,00185041060,0.28136,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL SR 100 MG TABLET,00378341101,0.28136,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL SR 100 MG TABLET,00378341105,0.28136,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL SR 100 MG TABLET,00591354005,0.28136,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL SR 100 MG TABLET,00591354060,0.28136,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL SR 100 MG TABLET,10370015906,0.28136,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL SR 100 MG TABLET,16714033401,0.28136,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL SR 100 MG TABLET,16714033402,0.28136,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL SR 100 MG TABLET,16714033403,0.28136,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL SR 100 MG TABLET,47335073613,0.28136,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL SR 100 MG TABLET,47335073686,0.28136,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL SR 100 MG TABLET,47335073688,0.28136,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL SR 100 MG TABLET,51079039101,0.28136,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL SR 100 MG TABLET,51079039120,0.28136,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL SR 100 MG TABLET,64679010102,0.28136,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL SR 100 MG TABLET,64679010103,0.28136,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL SR 100 MG TABLET,67767017160,0.28136,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL SR 100 MG TABLET,68084047001,0.28136,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL SR 200 MG TAB,00115544513,0.42334,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL SR 200 MG TAB,00185111160,0.42334,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL SR 200 MG TAB,00378341301,0.42334,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL SR 200 MG TAB,00378341305,0.42334,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL SR 200 MG TAB,00591354260,0.42334,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL SR 200 MG TAB,16714033601,0.42334,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL SR 200 MG TAB,47335073886,0.42334,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL SR 200 MG TAB,64679010702,0.42334,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL SR 200 MG TAB,64679010703,0.42334,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL SR 200 MG TAB,67767013560,0.42334,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL XL 150 MG TABLET,00115681102,0.51533,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL XL 150 MG TABLET,00115681108,0.51533,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL XL 150 MG TABLET,00115681110,0.51533,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL XL 150 MG TABLET,00378200877,0.51533,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL XL 150 MG TABLET,00591333105,0.51533,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL XL 150 MG TABLET,00591333119,0.51533,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL XL 150 MG TABLET,00591333130,0.51533,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL XL 150 MG TABLET,10370010100,0.51533,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL XL 150 MG TABLET,10370010103,0.51533,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL XL 150 MG TABLET,10370010150,0.51533,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL XL 150 MG TABLET,51079004701,0.51533,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL XL 150 MG TABLET,51079004720,0.51533,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL XL 150 MG TABLET,63739044910,0.51533,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL XL 150 MG TABLET,64679010201,0.51533,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL XL 150 MG TABLET,64679010202,0.51533,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL XL 150 MG TABLET,67767014130,0.51533,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL XL 150 MG TABLET,67767014190,0.51533,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL XL 150 MG TABLET,68084025101,0.51533,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL XL 300 MG TABLET,00378200905,0.58756,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL XL 300 MG TABLET,00591333205,0.58756,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL XL 300 MG TABLET,00591333230,0.58756,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL XL 300 MG TABLET,10370010203,0.58756,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL XL 300 MG TABLET,10370010250,0.58756,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL XL 300 MG TABLET,51079010901,0.58756,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL XL 300 MG TABLET,51079010903,0.58756,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL XL 300 MG TABLET,63739045010,0.58756,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL XL 300 MG TABLET,67767014205,0.58756,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL XL 300 MG TABLET,67767014230,0.58756,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL XL 300 MG TABLET,67767014290,0.58756,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION HCL XL 300 MG TABLET,68084025221,0.58756,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION SR 150 MG TABLET,00185041501,0.25097,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION SR 150 MG TABLET,00185041505,0.25097,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION SR 150 MG TABLET,00185041552,0.25097,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION SR 150 MG TABLET,00185041560,0.25097,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION SR 150 MG TABLET,00378341201,0.25097,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION SR 150 MG TABLET,00378341205,0.25097,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION SR 150 MG TABLET,00591354105,0.25097,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION SR 150 MG TABLET,00591354125,0.25097,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION SR 150 MG TABLET,00591354160,0.25097,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION SR 150 MG TABLET,10370016050,0.25097,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION SR 150 MG TABLET,16714033501,0.25097,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION SR 150 MG TABLET,16714033502,0.25097,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION SR 150 MG TABLET,16714033503,0.25097,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION SR 150 MG TABLET,47335073713,0.25097,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION SR 150 MG TABLET,47335073786,0.25097,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION SR 150 MG TABLET,47335073788,0.25097,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION SR 150 MG TABLET,51079039201,0.25097,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION SR 150 MG TABLET,51079039220,0.25097,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION SR 150 MG TABLET,64679010502,0.25097,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION SR 150 MG TABLET,64679010503,0.25097,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION SR 150 MG TABLET,67767013305,0.25097,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION SR 150 MG TABLET,67767013325,0.25097,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION SR 150 MG TABLET,67767013360,0.25097,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION SR 150 MG TABLET,68084047101,0.25097,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION SR 150 MG TABLET,00378552101,0.63107,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION SR 150 MG TABLET,00591354360,0.63107,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION SR 150 MG TABLET,00591354376,0.63107,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION SR 150 MG TABLET,00781516960,0.63107,12/18/2013,EA,C/I,N,1,G,,,
BUPROPION SR 150 MG TABLET,67767011760,0.63107,12/18/2013,EA,C/I,N,1,G,,,
BUSPIRONE HCL 10 MG TABLET,00093005401,0.07333,12/18/2013,EA,C/I,N,1,G,,,
BUSPIRONE HCL 10 MG TABLET,00093005405,0.07333,12/18/2013,EA,C/I,N,1,G,,,
BUSPIRONE HCL 10 MG TABLET,00378115001,0.07333,12/18/2013,EA,C/I,N,1,G,,,
BUSPIRONE HCL 10 MG TABLET,00378115005,0.07333,12/18/2013,EA,C/I,N,1,G,,,
BUSPIRONE HCL 10 MG TABLET,00591065801,0.07333,12/18/2013,EA,C/I,N,1,G,,,
BUSPIRONE HCL 10 MG TABLET,00591065805,0.07333,12/18/2013,EA,C/I,N,1,G,,,
BUSPIRONE HCL 10 MG TABLET,00591065810,0.07333,12/18/2013,EA,C/I,N,1,G,,,
BUSPIRONE HCL 10 MG TABLET,51079098601,0.07333,12/18/2013,EA,C/I,N,1,G,,,
BUSPIRONE HCL 10 MG TABLET,51079098620,0.07333,12/18/2013,EA,C/I,N,1,G,,,
BUSPIRONE HCL 10 MG TABLET,51079098656,0.07333,12/18/2013,EA,C/I,N,1,G,,,
BUSPIRONE HCL 10 MG TABLET,58517034030,0.07333,12/18/2013,EA,C/I,N,"1, 6",G,,,
BUSPIRONE HCL 10 MG TABLET,68084002901,0.07333,12/18/2013,EA,C/I,N,1,G,,,
BUSPIRONE HCL 15 MG TABLET,00093100301,0.09613,12/18/2013,EA,C/I,N,1,G,,,
BUSPIRONE HCL 15 MG TABLET,00093100305,0.09613,12/18/2013,EA,C/I,N,1,G,,,
BUSPIRONE HCL 15 MG TABLET,00378116505,0.09613,12/18/2013,EA,C/I,N,1,G,,,
BUSPIRONE HCL 15 MG TABLET,00378116580,0.09613,12/18/2013,EA,C/I,N,1,G,,,
BUSPIRONE HCL 15 MG TABLET,00378116591,0.09613,12/18/2013,EA,C/I,N,1,G,,,
BUSPIRONE HCL 15 MG TABLET,00591071805,0.09613,12/18/2013,EA,C/I,N,1,G,,,
BUSPIRONE HCL 15 MG TABLET,00591071818,0.09613,12/18/2013,EA,C/I,N,1,G,,,
BUSPIRONE HCL 15 MG TABLET,00591071860,0.09613,12/18/2013,EA,C/I,N,1,G,,,
BUSPIRONE HCL 15 MG TABLET,51079096001,0.09613,12/18/2013,EA,C/I,N,1,G,,,
BUSPIRONE HCL 15 MG TABLET,51079096020,0.09613,12/18/2013,EA,C/I,N,1,G,,,
BUSPIRONE HCL 15 MG TABLET,51079096056,0.09613,12/18/2013,EA,C/I,N,1,G,,,
BUSPIRONE HCL 15 MG TABLET,68084003001,0.09613,12/18/2013,EA,C/I,N,1,G,,,
BUSPIRONE HCL 30 MG TABLET,00093520005,0.63238,12/18/2013,EA,C/I,N,1,G,,,
BUSPIRONE HCL 30 MG TABLET,00093520006,0.63238,12/18/2013,EA,C/I,N,1,G,,,
BUSPIRONE HCL 30 MG TABLET,00378117591,0.63238,12/18/2013,EA,C/I,N,1,G,,,
BUSPIRONE HCL 30 MG TABLET,51079099401,0.63238,12/18/2013,EA,C/I,N,1,G,,,
BUSPIRONE HCL 30 MG TABLET,51079099420,0.63238,12/18/2013,EA,C/I,N,1,G,,,
BUSPIRONE HCL 5 MG TABLET,00093005301,0.04737,12/18/2013,EA,C/I,N,1,G,,,
BUSPIRONE HCL 5 MG TABLET,00093005305,0.04737,12/18/2013,EA,C/I,N,1,G,,,
BUSPIRONE HCL 5 MG TABLET,00378114001,0.04737,12/18/2013,EA,C/I,N,1,G,,,
BUSPIRONE HCL 5 MG TABLET,00378114005,0.04737,12/18/2013,EA,C/I,N,1,G,,,
BUSPIRONE HCL 5 MG TABLET,00591065701,0.04737,12/18/2013,EA,C/I,N,1,G,,,
BUSPIRONE HCL 5 MG TABLET,00591065705,0.04737,12/18/2013,EA,C/I,N,1,G,,,
BUSPIRONE HCL 5 MG TABLET,00591065710,0.04737,12/18/2013,EA,C/I,N,1,G,,,
BUSPIRONE HCL 5 MG TABLET,51079098501,0.04737,12/18/2013,EA,C/I,N,1,G,,,
BUSPIRONE HCL 5 MG TABLET,51079098520,0.04737,12/18/2013,EA,C/I,N,1,G,,,
BUSPIRONE HCL 5 MG TABLET,68084002801,0.04737,12/18/2013,EA,C/I,N,1,G,,,
BUSPIRONE HCL 7.5 MG TABLET,00378114501,0.90257,12/18/2013,EA,C/I,N,1,G,,,
BUSPIRONE HCL 7.5 MG TABLET,49884072501,0.90257,12/18/2013,EA,C/I,N,1,G,,,
BUSPIRONE HCL 7.5 MG TABLET,49884072505,0.90257,12/18/2013,EA,C/I,N,1,G,,,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,00143178701,0.08730,12/18/2013,EA,C/I,N,1,G,,,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,00143178705,0.08730,12/18/2013,EA,C/I,N,1,G,,,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,00527169501,0.08730,12/18/2013,EA,C/I,N,1,G,,,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,00527169505,0.08730,12/18/2013,EA,C/I,N,1,G,,,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,00591336901,0.08730,12/18/2013,EA,C/I,N,1,G,,,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,00591336905,0.08730,12/18/2013,EA,C/I,N,1,G,,,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,00603254402,0.08730,12/18/2013,EA,C/I,N,1,G,,,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,00603254420,0.08730,12/18/2013,EA,C/I,N,1,G,,,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,00603254421,0.08730,12/18/2013,EA,C/I,N,1,G,,,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,00603254428,0.08730,12/18/2013,EA,C/I,N,1,G,,,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,00603254432,0.08730,12/18/2013,EA,C/I,N,1,G,,,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,46672005310,0.08730,12/18/2013,EA,C/I,N,1,G,,,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,46672005350,0.08730,12/18/2013,EA,C/I,N,1,G,,,
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,68084039601,0.08730,12/18/2013,EA,C/I,N,1,G,,,
BUTALB-ACETAMINOPHEN-CAFF 50-500-40 TAB,00143111501,0.21514,08/22/2013,EA,C/I,N,4,G,,,
BUTALB-ACETAMINOPHEN-CAFF 50-500-40 TAB,00143111505,0.21514,08/22/2013,EA,C/I,N,4,G,,,
BUTALB-ACETAMINOPHEN-CAFF 50-500-40 TAB,00603254521,0.21514,08/22/2013,EA,C/I,N,4,G,,,
BUTALB-ACETAMINOPHEN-CAFF 50-500-40 TAB,00603254528,0.21514,08/22/2013,EA,C/I,N,4,G,,,
BUTALBIT-ACETAMINOPHEN-CAFF CP,51862017901,0.55936,09/19/2013,EA,C/I,N,4,G,,,
BUTALBITAL COMP-CODEINE #3 CAP,00527131201,0.56716,12/18/2013,EA,C/I,N,1,G,,,
BUTALBITAL COMP-CODEINE #3 CAP,00591354601,0.56716,12/18/2013,EA,C/I,N,"1, 6",G,,,
BUTALBITAL COMP-CODEINE #3 CAP,00591354605,0.56716,12/18/2013,EA,C/I,N,"1, 6",G,,,
BUTALBITAL COMPOUND TABLET,00603254821,0.09520,11/21/2013,EA,C/I,N,4,G,,,
BUTALBITAL COMPOUND TABLET,00904389260,0.09520,11/21/2013,EA,C/I,N,4,G,,,
BUTALBITAL-ACETAMINOPHEN-CAFFEINE CAP,00603254621,0.55936,09/19/2013,EA,C/I,N,4,G,,,
BUTALBITAL-ASA-CAFFEINE CAP,00527155201,0.46020,12/18/2013,EA,C/I,N,1,G,,,
BUTALBITAL-ASA-CAFFEINE CAP,00591321901,0.46020,12/18/2013,EA,C/I,N,"1, 6",G,,,
BUTALBITAL-ASA-CAFFEINE TABLET,00143178501,0.09520,11/21/2013,EA,C/I,N,4,G,,,
BUTALBITAL-ASA-CAFFEINE TABLET,00143178510,0.09520,11/21/2013,EA,C/I,N,4,G,,,
BUTALBITAL-ASA-CAFFEINE TABLET,00143178530,0.09520,11/21/2013,EA,C/I,N,4,G,,,
BUTALBITAL-CAFF-ACETAMINOPHEN-COD CAP,00143300001,0.27946,12/18/2013,EA,C/I,N,1,G,,,
BUTALBITAL-CAFF-ACETAMINOPHEN-COD CAP,00591322001,0.27946,12/18/2013,EA,C/I,N,1,G,,,
BUTALBITAL-CAFF-ACETAMINOPHEN-COD CAP,00603255321,0.27946,12/18/2013,EA,C/I,N,1,G,,,
BUTALBITAL-CAFF-ACETAMINOPHEN-COD CAP,51991007301,0.27946,12/18/2013,EA,C/I,N,1,G,,,
BUTORPHANOL 10 MG/ML SPRAY,00054309036,5.43922,12/18/2013,ML,C/I,N,"1, 5",G,,,
BUTORPHANOL 10 MG/ML SPRAY,00378963943,5.43922,12/18/2013,ML,C/I,N,"1, 5",G,,,
BUTORPHANOL 10 MG/ML SPRAY,60505081301,5.43922,12/18/2013,ML,C/I,N,"1, 5",G,,,
BUTRANS 10 MCG/HR PATCH,59011075104,54.18757,02/21/2013,EA,C/I,N,2,B,,,
BUTRANS 15 MCG/HR PATCH,59011075804,76.94800,12/18/2013,EA,C/I,N,"1, 6",B,,,
BUTRANS 20 MCG/HR PATCH,59011075204,95.55617,02/21/2013,EA,C/I,N,2,B,,,
BUTRANS 5 MCG/HR PATCH,59011075004,36.17262,02/21/2013,EA,C/I,N,2,B,,,
BYDUREON 2 MG VIAL,66780021904,91.85636,06/03/2013,EA,C/I,N,"2, 5",B,,,
BYETTA 10 MCG DOSE PEN INJ,66780021008,144.01429,04/01/2013,ML,C/I,N,"2, 5",B,,,
BYETTA 10 MCG DOSE PEN INJ,66780021201,144.01429,04/01/2013,ML,C/I,N,"2, 5",B,,,
BYETTA 5 MCG DOSE PEN INJ,66780021007,285.09804,04/01/2013,ML,C/I,N,"2, 5",B,,,
BYSTOLIC 10 MG TABLET,00456141001,2.57378,12/06/2013,EA,C/I,N,3,B,,,
BYSTOLIC 10 MG TABLET,00456141030,2.57378,12/06/2013,EA,C/I,N,3,B,,,
BYSTOLIC 10 MG TABLET,00456141063,2.57378,12/06/2013,EA,C/I,N,3,B,,,
BYSTOLIC 2.5 MG TABLET,00456140201,2.58089,12/06/2013,EA,C/I,N,3,B,,,
BYSTOLIC 2.5 MG TABLET,00456140230,2.58089,12/06/2013,EA,C/I,N,3,B,,,
BYSTOLIC 2.5 MG TABLET,00456140263,2.58089,12/06/2013,EA,C/I,N,3,B,,,
BYSTOLIC 20 MG TABLET,00456142001,2.56908,12/06/2013,EA,C/I,N,3,B,,,
BYSTOLIC 20 MG TABLET,00456142030,2.56908,12/06/2013,EA,C/I,N,3,B,,,
BYSTOLIC 5 MG TABLET,00456140501,2.57941,12/06/2013,EA,C/I,N,3,B,,,
BYSTOLIC 5 MG TABLET,00456140530,2.57941,12/06/2013,EA,C/I,N,3,B,,,
BYSTOLIC 5 MG TABLET,00456140563,2.57941,12/06/2013,EA,C/I,N,3,B,,,
C-NATE DHA SOFTGEL,23359010530,1.88200,11/21/2013,EA,C/I,N,4,G,,,
CABERGOLINE 0.5 MG TABLET,00093542088,11.35127,12/18/2013,EA,C/I,N,1,G,,,
CABERGOLINE 0.5 MG TABLET,16252053608,11.35127,12/18/2013,EA,C/I,N,1,G,,,
CABERGOLINE 0.5 MG TABLET,49884067314,11.35127,12/18/2013,EA,C/I,N,1,G,,,
CABERGOLINE 0.5 MG TABLET,60505259702,11.35127,12/18/2013,EA,C/I,N,1,G,,,
CADUET 10 MG-10 MG TABLET,00069216030,6.09893,10/24/2013,EA,C/I,N,2,B,3.51522,12/25/2013,
